,Unnamed: 0,Username,Tweet,Polarity,Tweet_Tune,clean_tweet
377,377,MISU_28_3_45,"THEY TOOK GOD OUT OF SCHOOLS 30+ YRS AGO, NOW THAT GENERATION IS SHOWING US WHAT THE EVIL IS CAPABLE OF, LAW ABIDING GUN OWNERS DON'T MASSACRE ANYONE, UNLESS YOU SHOW UP AT THEIR HOUSE",-0.4,-1,THEY TOOK GOD OUT OF SCHOOLS     YRS AGO  NOW THAT GENERATION IS SHOWING US WHAT THE EVIL IS CAPABLE OF  LAW ABIDING GUN OWNERS DON T MASSACRE ANYONE  UNLESS YOU SHOW UP AT THEIR HOUSE
378,378,bigbobby666,"@DarthYoda1977 @CommandTake @pskmiller @BarackObama The propaganda about the gov trying to control people and fear of criminals has been ingrained for 40+ years. If I could wave a magic wand I would, but the consequences for forced gun removal would be astronomical.",0.0333333333333333,1,    The propaganda about the gov trying to control people and fear of criminals has been ingrained for     years  If I could wave a magic wand I would  but the consequences for forced gun removal would be astronomical 
379,379,BigIron0nHisHip,This is what gun control looks like https://t.co/lVi86hfzRA,0.0,0,This is what gun control looks like    t co lVi  hfzRA
380,380,patrona1,"TLDR: For most of Uvalde's state and federal elected officials, it's guns before people. 

These cowards helped murder 19 children and two teachers. 

If Texans don't vote them out, nothing changes. 

https://t.co/l6i93FESy3 #UvaldeMassacre #TexasMassacre #VoteThemOut",0.5,1,TLDR  For most of Uvalde s state and federal elected officials  it s guns before people    These cowards helped murder    children and two teachers    If Texans don t vote them out  nothing changes       t co l i  FESy  #UvaldeMassacre #TexasMassacre #VoteThemOut
381,381,UUelDee,"@_AmusingMyself @RedThreadHead1 @gordon_alive @BucketHatHeadA1 @JenJoMa @Gato_parodia @TDunadan @pacific_flyway @Lamneth21 @genxstan @MeAfter4 @BaalambL @RmwBlacksodder @3kidzlater @CSomerton @ELFherselfagain @DTitland @bettedavisthizz @ring_sec @HoopTrainerJess @DaxophoneSolo @JohnCca1dwe11 @69MimiLisa @RealSnakeP @RebelliousTodd @Theologia11 @frenchgen2 @runningamok87 @maryf8097 @just_Libert_e @PeteMos01121917 @Canzaus_Kid @BlueLiberal4UU @ManPi314 @annetekiri @DontLetsPod @maryh4751 @RealCasperPhD @ChompyPrez @GalacticVirgin2 @PoppoTHaguewood @Whoo_HolyHell @wiscorpio72 @yelcat2 @foundgum @CNewhampshire @garbowithag @TheFightin28th @Ktrichel @ValerieJarrett Same here and, in my NC county, the CCW Permit renewal process takes several months just as if it was a new application. It is not easy at all and I have also never found a ""Gun Show Loophole"". They are mythical beasts like unicorns.",-0.0200757575757575,-1,                                                  Same here and  in my NC county  the CCW Permit renewal process takes several months just as if it was a new application  It is not easy at all and I have also never found a  Gun Show Loophole   They are mythical beasts like unicorns 
382,382,GuerrasLaws,BREAKING: Senate Republicans blocked a domestic terrorism bill that would have opened debate on gun measures after the deadly Texas school shooting. https://t.co/hMdW0iNItZ,-0.1,-1,BREAKING  Senate Republicans blocked a domestic terrorism bill that would have opened debate on gun measures after the deadly Texas school shooting     t co hMdW iNItZ
383,383,ChathamClub,"Detail of the WW2 Anti-Aircraft Artillery map of South London that’s *still* on the wall of Gun Operations Room 4, built into the lift shaft of disused Brompton Road tube station. Which OBV you know as you’re watching #secretsofthelondonunderground on @YesterdayTweets ARE YOU NOT https://t.co/Eo6gMlFZmO",0.0,0,Detail of the WW  Anti Aircraft Artillery map of South London that s  still  on the wall of Gun Operations Room    built into the lift shaft of disused Brompton Road tube station  Which OBV you know as you re watching #secretsofthelondonunderground on  ARE YOU NOT    t co Eo gMlFZmO
384,384,dlbruce0107,"At his victory party on Tuesday herschel was asked if he believes there should be new gun laws after the Texas shooting, he said: “What I like to do is see it and everything and stuff.”",0.1363636363636363,1,At his victory party on Tuesday herschel was asked if he believes there should be new gun laws after the Texas shooting  he said   What I like to do is see it and everything and stuff  
385,385,TheNickofStarr,BREAKING: Republicans just blocked a bill that would have opened debate on gun reform measures and domestic terrorism prevention in the Senate.,0.0,0,BREAKING  Republicans just blocked a bill that would have opened debate on gun reform measures and domestic terrorism prevention in the Senate 
386,386,motelroses,1) about how ppl say better gun laws = better mental health evaluations which isnt true Bc a lot of men which is true do not get mental health care 2) if you are angry &amp; buying a gun you are mentally ill and what happens when that man doesn’t have a background of mental health.,0.0444444444444444,1,   about how ppl say better gun laws   better mental health evaluations which isnt true Bc a lot of men which is true do not get mental health care    if you are angry  amp  buying a gun you are mentally ill and what happens when that man doesn t have a background of mental health 
387,387,XtianMiranda,I spoke on the Senate floor urging my Republican colleagues to join us to take action on gun violence. We don’t have to live like this! https://t.co/tGJKYETFdj,0.1352272727272727,1,I spoke on the Senate floor urging my Republican colleagues to join us to take action on gun violence  We don t have to live like this     t co tGJKYETFdj
388,388,Sundaaayz,"@Log1kz_ There’s gun violence in many countries, but not in the way of mass shootings like in this country. 

Something about US culture perpetuated a lack of care for other people",0.1875,1, There s gun violence in many countries  but not in the way of mass shootings like in this country    Something about US culture perpetuated a lack of care for other people
389,389,Pondertwosides,"@synapse2000 Shooters in TX &amp; Denmark(over 70 people) were fans of ""Call of Duty"".Yes, a gun killed yesterday, but ideation led to the former.Educate young people about how what they gaze on is rewiring their brains,&amp; not all for good. Do educate about how neural networks form.",0.1999999999999999,1, Shooters in TX  amp  Denmark over    people  were fans of  Call of Duty  Yes  a gun killed yesterday  but ideation led to the former Educate young people about how what they gaze on is rewiring their brains  amp  not all for good  Do educate about how neural networks form 
390,390,BaronSnow3,Senate: Cancel Recess and Pass Gun Reforms Now | MoveOn https://t.co/VBf1m9j4y8,0.0,0,Senate  Cancel Recess and Pass Gun Reforms Now   MoveOn    t co VBf m j y 
391,391,RestlessNativ,BREAKING: Republicans just blocked a bill that would have opened debate on gun reform measures and domestic terrorism prevention in the Senate.,0.0,0,BREAKING  Republicans just blocked a bill that would have opened debate on gun reform measures and domestic terrorism prevention in the Senate 
392,392,HonyoustMary,"A bunch of police officers standing outside the school, while the shooting is going on, parents pleading for them to go in, pretty much demolishes the GOP argument about the good guy with a gun.",0.2875,1,A bunch of police officers standing outside the school  while the shooting is going on  parents pleading for them to go in  pretty much demolishes the GOP argument about the good guy with a gun 
393,393,thorharris666,URGENT: We're running out of time to demand action to prevent school shootings like the one at Sandy Hook Elementary. We're falling short of our midnight signature goal – but we're missing your name. Please sign the petition now to help protect children from gun violence.,0.05,1,URGENT  We re running out of time to demand action to prevent school shootings like the one at Sandy Hook Elementary  We re falling short of our midnight signature goal   but we re missing your name  Please sign the petition now to help protect children from gun violence 
394,394,cvham1958,"Where does gun violence in America lie? The NRA, the Republican party, society, or is it just that people don't care.",0.0,0,Where does gun violence in America lie  The NRA  the Republican party  society  or is it just that people don t care 
395,395,FCrackr,"How is it possible that somebody can spend ten minutes firing a gun outside a school, not be engaged by law enforcement, and just walk right into a school that wasn't locked down when they heard the shots being fired?",0.026031746031746,1,How is it possible that somebody can spend ten minutes firing a gun outside a school  not be engaged by law enforcement  and just walk right into a school that wasn t locked down when they heard the shots being fired 
396,396,NoirPoetograpy,"You see, in America, we like to support small businesses that give people good jobs.  Every time there's a mass shooting, both coffin and gun sales go up, so small, family-owned shops like Batesville Casket, and Shelby Family Guns get to hire more workers.  Everybody wins!",0.215,1,You see  in America  we like to support small businesses that give people good jobs   Every time there s a mass shooting  both coffin and gun sales go up  so small  family owned shops like Batesville Casket  and Shelby Family Guns get to hire more workers   Everybody wins 
397,397,O_T_Reynolds,Ted Cruz's latest solution to reduce gun crime in America. https://t.co/akRgOEpwes,0.5,1,Ted Cruz s latest solution to reduce gun crime in America     t co akRgOEpwes
398,398,flowers_happy,"@GOPChairwoman We need leaders who are not in the pockets of the gun lobby. Seriously, what kind of political party votes pro domestic terrorists?",0.0666666666666666,1, We need leaders who are not in the pockets of the gun lobby  Seriously  what kind of political party votes pro domestic terrorists 
399,399,annavrmac,@cbenser @WeThePe26240840 @dougransom @johnpavlovitz Agreed we could do a much better job with treating mental health. But it doesn’t change the reality that having common sense gun laws will reduce gun violence,0.0333333333333333,1,    Agreed we could do a much better job with treating mental health  But it doesn t change the reality that having common sense gun laws will reduce gun violence
